Int24ub,6.6-I24ub-I3-B,Int24ub 3 字节无符号 BE 场景 I3,build,Int24ub,N=1,unsigned_be,normal,normal,standalone,2044,156,13.14,true,,,
Int24ul,6.6-I24ul-I1-P,Int24ul 3 字节无符号 LE 场景 I1,parse,Int24ul,N=1,unsigned_le,normal,normal,standalone,2200,222,9.90,false,,,
Int24ul,6.6-I24ul-I1-B,Int24ul 3 字节无符号 LE 场景 I1,build,Int24ul,N=1,unsigned_le,normal,normal,standalone,2089,157,13.29,true,,,
Int24ul,6.6-I24ul-I2-P,Int24ul 3 字节无符号 LE 场景 I2,parse,Int24ul,N=1,unsigned_le,normal,normal,standalone,2088,229,9.14,false,,,
Int24ul,6.6-I24ul-I2-B,Int24ul 3 字节无符号 LE 场景 I2,build,Int24ul,N=1,unsigned_le,normal,normal,standalone,2124,156,13.66,true,,,
Int24ul,6.6-I24ul-I3-P,Int24ul 3 字节无符号 LE 场景 I3,parse,Int24ul,N=1,unsigned_le,normal,normal,standalone,2163,253,8.53,false,,,
Int24ul,6.6-I24ul-I3-B,Int24ul 3 字节无符号 LE 场景 I3,build,Int24ul,N=1,unsigned_le,normal,normal,standalone,2080,156,13.34,true,,,
Int24sb,6.6-I24sb-I1-P,Int24sb 3 字节有符号 BE 场景 I1,parse,Int24sb,N=1,signed_be,normal,normal,standalone,2114,225,9.39,false,,,
Int24sb,6.6-I24sb-I1-B,Int24sb 3 字节有符号 BE 场景 I1,build,Int24sb,N=1,signed_be,normal,normal,standalone,1980,150,13.18,true,,,
Int24sb,6.6-I24sb-I2-P,Int24sb 3 字节有符号 BE 场景 I2,parse,Int24sb,N=1,signed_be,normal,normal,standalone,2082,253,8.21,false,,,
Int24sb,6.6-I24sb-I2-B,Int24sb 3 字节有符号 BE 场景 I2,build,Int24sb,N=1,signed_be,normal,normal,standalone,2122,150,14.18,true,,,
Int24sb,6.6-I24sb-I3-P,Int24sb 3 字节有符号 BE 场景 I3,parse,Int24sb,N=1,signed_be,normal,normal,standalone,2091,227,9.22,false,,,
